platform,flush_type,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,throughput(op/s),bandwidth(MB),avg_latency(ns)
PMEM,t,write,sequential,16,1052672,14336,14280,2557402,39,391.022
PMEM,t,write,sequential,32,131072,14336,114688,1462224,44,683.89
PMEM,t,write,sequential,32,135168,14336,111212,2537023,77,394.163
PMEM,t,write,sequential,32,1048576,14336,14336,1471370,44,679.639
PMEM,t,write,sequential,32,1052672,14336,14280,2558475,78,390.858
PMEM,t,write,sequential,64,131072,14336,114688,1892077,115,528.52
PMEM,t,write,sequential,64,135168,14336,111212,3041478,185,328.787
PMEM,t,write,sequential,64,1048576,14336,14336,1913595,116,522.576
PMEM,t,write,sequential,64,1052672,14336,14280,3052701,186,327.579
PMEM,t,write,sequential,128,131072,14336,114688,1852261,226,539.88
PMEM,t,write,sequential,128,135168,14336,111212,2532549,309,394.859
PMEM,t,write,sequential,128,1048576,14336,14336,1886732,230,530.017
PMEM,t,write,sequential,128,1052672,14336,14280,2534473,309,394.559
PMEM,t,write,sequential,256,131072,14336,114688,1600983,390,624.616
PMEM,t,write,sequential,256,135168,14336,111212,2347455,573,425.993
PMEM,t,write,sequential,256,1048576,14336,14336,1585315,387,630.789
PMEM,t,write,sequential,256,1052672,14336,14280,2330004,568,429.184
PMEM,t,write,sequential,512,131072,14336,114688,1226120,598,815.58
PMEM,t,write,sequential,512,135168,14336,111212,1729657,844,578.149
PMEM,t,write,sequential,512,1048576,14336,14336,1223541,597,817.299
PMEM,t,write,sequential,512,1052672,14336,14280,1714768,837,583.169
PMEM,t,write,sequential,1024,131072,14336,114688,858049,837,1165.43
PMEM,t,write,sequential,1024,135168,14336,111212,1177216,1149,849.461
PMEM,t,write,sequential,1024,1048576,14336,14336,870917,850,1148.21
PMEM,t,write,sequential,1024,1052672,14336,14280,1189337,1161,840.804
PMEM,t,write,sequential,2048,131072,14336,114688,538327,1051,1857.61
PMEM,t,write,sequential,2048,135168,14336,111212,751139,1467,1331.31
PMEM,t,write,sequential,2048,1048576,14336,14336,539246,1053,1854.44
PMEM,t,write,sequential,2048,1052672,14336,14280,754937,1474,1324.61
PMEM,t,write,sequential,4096,131072,14336,114688,375130,1465,2665.74
PMEM,t,write,sequential,4096,135168,14336,111212,431942,1687,2315.12
PMEM,t,write,sequential,4096,1048576,14336,14336,371785,1452,2689.72
PMEM,t,write,sequential,4096,1052672,14336,14280,429278,1676,2329.49
PMEM,t,write,sequential,8192,131072,14336,114688,226990,1773,4405.46
PMEM,t,write,sequential,8192,135168,14336,111212,205487,1605,4866.47
PMEM,t,write,sequential,8192,1048576,14336,14336,219448,1714,4556.88
PMEM,t,write,sequential,8192,1052672,14336,14280,205884,1608,4857.1
PMEM,t,write,sequential,16384,131072,14336,114688,118373,1849,8447.85
PMEM,t,write,sequential,16384,135168,14336,111212,112351,1755,8900.62
PMEM,t,write,sequential,16384,1048576,14336,14336,115862,1810,8630.94
PMEM,t,write,sequential,16384,1052672,14336,14280,112029,1750,8926.21
PMEM,t,write,sequential,32768,131072,14336,114688,59686,1865,16754.2
PMEM,t,write,sequential,32768,135168,14336,111212,58078,1814,17218.1
PMEM,t,write,sequential,32768,1048576,14336,14336,59025,1844,16941.8
PMEM,t,write,sequential,32768,1052672,14336,14280,58388,1824,17126.8
PMEM,t,write,sequential,65536,131072,14336,114688,28707,1794,34833.6
PMEM,t,write,sequential,65536,135168,14336,111212,28314,1769,35317.6
PMEM,t,write,sequential,65536,1048576,14336,14336,28527,1782,35054.2
PMEM,t,write,sequential,65536,1052672,14336,14280,28166,1760,35503.7
PMEM,nt,write,random,8,131072,14336,114688,1410907,10,708.764
PMEM,nt,write,random,8,135168,14336,111212,1637830,12,610.564
PMEM,nt,write,random,8,1048576,14336,14336,1449035,11,690.114
PMEM,nt,write,random,8,1052672,14336,14280,1690685,12,591.476
PMEM,nt,write,random,16,131072,14336,114688,1425042,21,701.733
PMEM,nt,write,random,16,135168,14336,111212,1635810,24,611.318
PMEM,nt,write,random,16,1048576,14336,14336,1449779,22,689.76
PMEM,nt,write,random,16,1052672,14336,14280,1686415,25,592.974
PMEM,nt,write,random,32,131072,14336,114688,1422826,43,702.826
PMEM,nt,write,random,32,135168,14336,111212,1631323,49,612.999
PMEM,nt,write,random,32,1048576,14336,14336,1445485,44,691.809
PMEM,nt,write,random,32,1052672,14336,14280,1692753,51,590.753
PMEM,nt,write,random,64,131072,14336,114688,1886664,115,530.036
PMEM,nt,write,random,64,135168,14336,111212,3026258,184,330.441
PMEM,nt,write,random,64,1048576,14336,14336,1902536,116,525.614
PMEM,nt,write,random,64,1052672,14336,14280,3065756,187,326.184
PMEM,nt,write,random,128,131072,14336,114688,1846019,225,541.706
PMEM,nt,write,random,128,135168,14336,111212,2917800,356,342.724
PMEM,nt,write,random,128,1048576,14336,14336,1836790,224,544.428
PMEM,nt,write,random,128,1052672,14336,14280,2936235,358,340.572
PMEM,nt,write,random,256,131072,14336,114688,1678389,409,595.809
PMEM,nt,write,random,256,135168,14336,111212,2708996,661,369.14
PMEM,nt,write,random,256,1048576,14336,14336,1662814,405,601.39
PMEM,nt,write,random,256,1052672,14336,14280,2788101,680,358.667
PMEM,nt,write,random,512,131072,14336,114688,1518576,741,658.511
PMEM,nt,write,random,512,135168,14336,111212,2520957,1230,396.675
PMEM,nt,write,random,512,1048576,14336,14336,1520259,742,657.782
PMEM,nt,write,random,512,1052672,14336,14280,2535557,1238,394.391
PMEM,nt,write,random,1024,131072,14336,114688,1270410,1240,787.147
PMEM,nt,write,random,1024,135168,14336,111212,1982581,1936,504.393
PMEM,nt,write,random,1024,1048576,14336,14336,1265905,1236,789.949
PMEM,nt,write,random,1024,1052672,14336,14280,1994239,1947,501.444
PMEM,nt,write,random,2048,131072,14336,114688,692374,1352,1444.3
PMEM,nt,write,random,2048,135168,14336,111212,1028633,2009,972.164
PMEM,nt,write,random,2048,1048576,14336,14336,687942,1343,1453.61
PMEM,nt,write,random,2048,1052672,14336,14280,1048741,2048,953.524
PMEM,nt,write,random,4096,131072,14336,114688,589435,2302,1696.54
PMEM,nt,write,random,4096,135168,14336,111212,688809,2690,1451.78
PMEM,nt,write,random,4096,1048576,14336,14336,632218,2469,1581.73
PMEM,nt,write,random,4096,1052672,14336,14280,689198,2692,1450.96
PMEM,nt,write,random,8192,131072,14336,114688,439242,3431,2276.64
PMEM,nt,write,random,8192,135168,14336,111212,427415,3339,2339.64
PMEM,nt,write,random,8192,1048576,14336,14336,439729,3435,2274.12
PMEM,nt,write,random,8192,1052672,14336,14280,430358,3362,2323.65
PMEM,nt,write,random,16384,131072,14336,114688,228826,3575,4370.12
PMEM,nt,write,random,16384,135168,14336,111212,231920,3623,4311.83
PMEM,nt,write,random,16384,1048576,14336,14336,248165,3877,4029.57
PMEM,nt,write,random,16384,1052672,14336,14280,237058,3704,4218.37
PMEM,nt,write,random,32768,131072,14336,114688,109796,3431,9107.79
PMEM,nt,write,random,32768,135168,14336,111212,118446,3701,8442.6
PMEM,nt,write,random,32768,1048576,14336,14336,129326,4041,7732.34
PMEM,nt,write,random,32768,1052672,14336,14280,125462,3920,7970.53
PMEM,nt,write,random,65536,131072,14336,114688,61257,3828,16324.4
PMEM,nt,write,random,65536,135168,14336,111212,64750,4046,15443.9
PMEM,nt,write,random,65536,1048576,14336,14336,66095,4130,15129.6
PMEM,nt,write,random,65536,1052672,14336,14280,61413,3838,16283.1
PMEM,t,write,random,8,131072,14336,114688,1455424,11,687.085
PMEM,t,write,random,8,135168,14336,111212,2507845,19,398.749
PMEM,t,write,random,8,1048576,14336,14336,1487169,11,672.418
PMEM,t,write,random,8,1052672,14336,14280,2543915,19,393.095
PMEM,t,write,random,16,131072,14336,114688,1439656,21,694.61
PMEM,t,write,random,16,135168,14336,111212,2513330,38,397.878
PMEM,t,write,random,16,1048576,14336,14336,1461428,22,684.262
PMEM,t,write,random,16,1052672,14336,14280,2535976,38,394.325
PMEM,t,write,random,32,131072,14336,114688,1447410,44,690.889
PMEM,t,write,random,32,135168,14336,111212,2513870,76,397.793
PMEM,t,write,random,32,1048576,14336,14336,1475612,45,677.685
PMEM,t,write,random,32,1052672,14336,14280,2538626,77,393.914
PMEM,t,write,random,64,131072,14336,114688,1891767,115,528.606
PMEM,t,write,random,64,135168,14336,111212,3000403,183,333.288
PMEM,t,write,random,64,1048576,14336,14336,1921965,117,520.301
PMEM,t,write,random,64,1052672,14336,14280,3033290,185,329.675
PMEM,t,write,random,128,131072,14336,114688,1829029,223,546.738
PMEM,t,write,random,128,135168,14336,111212,2446134,298,408.808
PMEM,t,write,random,128,1048576,14336,14336,1849975,225,540.548
PMEM,t,write,random,128,1052672,14336,14280,2464773,300,405.717
PMEM,t,write,random,256,131072,14336,114688,1588906,387,629.364
PMEM,t,write,random,256,135168,14336,111212,2210820,539,452.321
PMEM,t,write,random,256,1048576,14336,14336,1602526,391,624.015
PMEM,t,write,random,256,1052672,14336,14280,2202212,537,454.089
PMEM,t,write,random,512,131072,14336,114688,1228774,599,813.819
PMEM,t,write,random,512,135168,14336,111212,1661196,811,601.976
PMEM,t,write,random,512,1048576,14336,14336,1231710,601,811.879
PMEM,t,write,random,512,1052672,14336,14280,1681219,820,594.806
PMEM,t,write,random,1024,131072,14336,114688,870449,850,1148.83
PMEM,t,write,random,1024,135168,14336,111212,1167625,1140,856.439
PMEM,t,write,random,1024,1048576,14336,14336,872524,852,1146.1
PMEM,t,write,random,1024,1052672,14336,14280,1159288,1132,862.598
PMEM,t,write,random,2048,131072,14336,114688,537832,1050,1859.32
PMEM,t,write,random,2048,135168,14336,111212,677508,1323,1476
PMEM,t,write,random,2048,1048576,14336,14336,535856,1046,1866.17
PMEM,t,write,random,2048,1052672,14336,14280,680395,1328,1469.73
PMEM,t,write,random,4096,131072,14336,114688,374821,1464,2667.93
PMEM,t,write,random,4096,135168,14336,111212,389336,1520,2568.47
PMEM,t,write,random,4096,1048576,14336,14336,369841,1444,2703.86
PMEM,t,write,random,4096,1052672,14336,14280,389288,1520,2568.79
PMEM,t,write,random,8192,131072,14336,114688,226562,1770,4413.8
PMEM,t,write,random,8192,135168,14336,111212,216797,1693,4612.59
PMEM,t,write,random,8192,1048576,14336,14336,218754,1709,4571.33
PMEM,t,write,random,8192,1052672,14336,14280,214722,1677,4657.17
PMEM,t,write,random,16384,131072,14336,114688,118580,1852,8433.12
PMEM,t,write,random,16384,135168,14336,111212,115615,1806,8649.33
PMEM,t,write,random,16384,1048576,14336,14336,115533,1805,8655.48
PMEM,t,write,random,16384,1052672,14336,14280,115481,1804,8659.43
PMEM,t,write,random,32768,131072,14336,114688,59639,1863,16767.3
PMEM,t,write,random,32768,135168,14336,111212,58882,1840,16983.1
PMEM,t,write,random,32768,1048576,14336,14336,59650,1864,16764.4
PMEM,t,write,random,32768,1052672,14336,14280,59168,1849,16901
PMEM,t,write,random,65536,131072,14336,114688,28619,1788,34941.6
PMEM,t,write,random,65536,135168,14336,111212,28441,1777,35159.6
PMEM,t,write,random,65536,1048576,14336,14336,28544,1784,35032.5
PMEM,t,write,random,65536,1052672,14336,14280,28301,1768,35333.9
PMEM,nt,read,sequential,8,131072,14336,114688,2538735,19,393.897
PMEM,nt,read,sequential,8,135168,14336,111212,2426995,18,412.032
PMEM,nt,read,sequential,8,1048576,14336,14336,2485192,18,402.383
PMEM,nt,read,sequential,8,1052672,14336,14280,2529733,19,395.299
PMEM,nt,read,sequential,16,131072,14336,114688,2532219,38,394.91
PMEM,nt,read,sequential,16,135168,14336,111212,2628445,40,380.453
PMEM,nt,read,sequential,16,1048576,14336,14336,2514447,38,397.702
PMEM,nt,read,sequential,16,1052672,14336,14280,2593416,39,385.592
PMEM,nt,read,sequential,32,131072,14336,114688,2526467,77,395.81
PMEM,nt,read,sequential,32,135168,14336,111212,2651510,80,377.144
PMEM,nt,read,sequential,32,1048576,14336,14336,2512022,76,398.086
PMEM,nt,read,sequential,32,1052672,14336,14280,2536773,77,394.202
PMEM,nt,read,sequential,64,131072,14336,114688,2525088,154,396.026
PMEM,nt,read,sequential,64,135168,14336,111212,2600545,158,384.535
PMEM,nt,read,sequential,64,1048576,14336,14336,2500912,152,399.854
PMEM,nt,read,sequential,64,1052672,14336,14280,2479306,151,403.339
PMEM,nt,read,sequential,128,131072,14336,114688,2341137,285,427.143
PMEM,nt,read,sequential,128,135168,14336,111212,2464509,300,405.76
PMEM,nt,read,sequential,128,1048576,14336,14336,2280350,278,438.529
PMEM,nt,read,sequential,128,1052672,14336,14280,2386081,291,419.097
PMEM,nt,read,sequential,256,131072,14336,114688,2311264,564,432.664
PMEM,nt,read,sequential,256,135168,14336,111212,2381774,581,419.855
PMEM,nt,read,sequential,256,1048576,14336,14336,2297920,561,435.176
PMEM,nt,read,sequential,256,1052672,14336,14280,2322893,567,430.497
PMEM,nt,read,sequential,512,131072,14336,114688,2187649,1068,457.112
PMEM,nt,read,sequential,512,135168,14336,111212,2164361,1056,462.03
PMEM,nt,read,sequential,512,1048576,14336,14336,2166458,1057,461.583
PMEM,nt,read,sequential,512,1052672,14336,14280,2252127,1099,444.025
PMEM,nt,read,sequential,1024,131072,14336,114688,1787315,1745,559.498
PMEM,nt,read,sequential,1024,135168,14336,111212,1940844,1895,515.24
PMEM,nt,read,sequential,1024,1048576,14336,14336,1771549,1730,564.477
PMEM,nt,read,sequential,1024,1052672,14336,14280,1923977,1878,519.757
PMEM,nt,read,sequential,2048,131072,14336,114688,1201707,2347,832.149
PMEM,nt,read,sequential,2048,135168,14336,111212,1200900,2345,832.708
PMEM,nt,read,sequential,2048,1048576,14336,14336,1192254,2328,838.747
PMEM,nt,read,sequential,2048,1052672,14336,14280,1209173,2361,827.011
PMEM,nt,read,sequential,4096,131072,14336,114688,678756,2651,1473.28
PMEM,nt,read,sequential,4096,135168,14336,111212,671030,2621,1490.24
PMEM,nt,read,sequential,4096,1048576,14336,14336,670195,2617,1492.1
PMEM,nt,read,sequential,4096,1052672,14336,14280,661589,2584,1511.51
PMEM,nt,read,sequential,8192,131072,14336,114688,395315,3088,2529.63
PMEM,nt,read,sequential,8192,135168,14336,111212,395792,3092,2526.58
PMEM,nt,read,sequential,8192,1048576,14336,14336,391312,3057,2555.5
PMEM,nt,read,sequential,8192,1052672,14336,14280,392453,3066,2548.07
PMEM,nt,read,sequential,16384,131072,14336,114688,181837,2841,5499.4
PMEM,nt,read,sequential,16384,135168,14336,111212,182740,2855,5472.25
PMEM,nt,read,sequential,16384,1048576,14336,14336,180640,2822,5535.85
PMEM,nt,read,sequential,16384,1052672,14336,14280,181628,2837,5505.76
PMEM,nt,read,sequential,32768,131072,14336,114688,90569,2830,11041.3
PMEM,nt,read,sequential,32768,135168,14336,111212,90913,2841,10999.5
PMEM,nt,read,sequential,32768,1048576,14336,14336,90675,2833,11028.4
PMEM,nt,read,sequential,32768,1052672,14336,14280,90885,2840,11002.8
PMEM,nt,read,sequential,65536,131072,14336,114688,45996,2874,21740.6
PMEM,nt,read,sequential,65536,135168,14336,111212,45859,2866,21805.8
PMEM,nt,read,sequential,65536,1048576,14336,14336,45877,2867,21797.3
PMEM,nt,read,sequential,65536,1052672,14336,14280,45838,2864,21815.9
PMEM,t,read,sequential,8,131072,14336,114688,2528105,19,395.553
PMEM,t,read,sequential,8,135168,14336,111212,2644875,20,378.09
PMEM,t,read,sequential,8,1048576,14336,14336,2507071,19,398.872
PMEM,t,read,sequential,8,1052672,14336,14280,2566723,19,389.602
PMEM,t,read,sequential,16,131072,14336,114688,2523198,38,396.322
PMEM,t,read,sequential,16,135168,14336,111212,2483182,37,402.709
PMEM,t,read,sequential,16,1048576,14336,14336,2518873,38,397.003
PMEM,t,read,sequential,16,1052672,14336,14280,2558496,39,390.855
PMEM,t,read,sequential,32,131072,14336,114688,2526947,77,395.734
PMEM,t,read,sequential,32,135168,14336,111212,2459227,75,406.632
PMEM,t,read,sequential,32,1048576,14336,14336,2514140,76,397.75
PMEM,t,read,sequential,32,1052672,14336,14280,2541035,77,393.54
PMEM,t,read,sequential,64,131072,14336,114688,2496245,152,400.602
PMEM,t,read,sequential,64,135168,14336,111212,2609483,159,383.218
PMEM,t,read,sequential,64,1048576,14336,14336,2479094,151,403.373
PMEM,t,read,sequential,64,1052672,14336,14280,2488574,151,401.836
PMEM,t,read,sequential,128,131072,14336,114688,2344910,286,426.456
PMEM,t,read,sequential,128,135168,14336,111212,2446502,298,408.747
PMEM,t,read,sequential,128,1048576,14336,14336,2298771,280,435.015
PMEM,t,read,sequential,128,1052672,14336,14280,2346543,286,426.159
PMEM,t,read,sequential,256,131072,14336,114688,2312830,564,432.371
PMEM,t,read,sequential,256,135168,14336,111212,2263081,552,441.875
PMEM,t,read,sequential,256,1048576,14336,14336,2289142,558,436.845
PMEM,t,read,sequential,256,1052672,14336,14280,2356864,575,424.293
PMEM,t,read,sequential,512,131072,14336,114688,2194556,1071,455.673
PMEM,t,read,sequential,512,135168,14336,111212,2155699,1052,463.886
PMEM,t,read,sequential,512,1048576,14336,14336,1956045,955,511.235
PMEM,t,read,sequential,512,1052672,14336,14280,2047821,999,488.324
PMEM,t,read,sequential,1024,131072,14336,114688,1790640,1748,558.459
PMEM,t,read,sequential,1024,135168,14336,111212,1922461,1877,520.167
PMEM,t,read,sequential,1024,1048576,14336,14336,1768475,1727,565.459
PMEM,t,read,sequential,1024,1052672,14336,14280,1928656,1883,518.496
PMEM,t,read,sequential,2048,131072,14336,114688,1198649,2341,834.272
PMEM,t,read,sequential,2048,135168,14336,111212,1197599,2339,835.004
PMEM,t,read,sequential,2048,1048576,14336,14336,1200442,2344,833.026
PMEM,t,read,sequential,2048,1052672,14336,14280,1211252,2365,825.592
PMEM,t,read,sequential,4096,131072,14336,114688,679878,2655,1470.85
PMEM,t,read,sequential,4096,135168,14336,111212,670973,2620,1490.37
PMEM,t,read,sequential,4096,1048576,14336,14336,666587,2603,1500.18
PMEM,t,read,sequential,4096,1052672,14336,14280,660747,2581,1513.44
PMEM,t,read,sequential,8192,131072,14336,114688,396456,3097,2522.34
PMEM,t,read,sequential,8192,135168,14336,111212,395131,3086,2530.8
PMEM,t,read,sequential,8192,1048576,14336,14336,393257,3072,2542.86
PMEM,t,read,sequential,8192,1052672,14336,14280,392391,3065,2548.48
PMEM,t,read,sequential,16384,131072,14336,114688,182497,2851,5479.52
PMEM,t,read,sequential,16384,135168,14336,111212,182945,2858,5466.1
PMEM,t,read,sequential,16384,1048576,14336,14336,181244,2831,5517.4
PMEM,t,read,sequential,16384,1052672,14336,14280,181793,2840,5500.76
PMEM,t,read,sequential,32768,131072,14336,114688,90510,2828,11048.4
PMEM,t,read,sequential,32768,135168,14336,111212,90735,2835,11021
PMEM,t,read,sequential,32768,1048576,14336,14336,90487,2827,11051.2
PMEM,t,read,sequential,32768,1052672,14336,14280,91125,2847,10973.9
PMEM,t,read,sequential,65536,131072,14336,114688,46091,2880,21696.2
PMEM,t,read,sequential,65536,135168,14336,111212,45812,2863,21828.2
PMEM,t,read,sequential,65536,1048576,14336,14336,45918,2869,21777.9
PMEM,t,read,sequential,65536,1052672,14336,14280,45854,2865,21808.1
PMEM,nt,read,random,8,131072,14336,114688,2443449,18,409.258
PMEM,nt,read,random,8,135168,14336,111212,2417080,18,413.722
PMEM,nt,read,random,8,1048576,14336,14336,2426800,18,412.065
PMEM,nt,read,random,8,1052672,14336,14280,2559125,19,390.759
PMEM,nt,read,random,16,131072,14336,114688,2446891,37,408.682
PMEM,nt,read,random,16,135168,14336,111212,2409048,36,415.102
PMEM,nt,read,random,16,1048576,14336,14336,2459037,37,406.663
PMEM,nt,read,random,16,1052672,14336,14280,2521515,38,396.587
PMEM,nt,read,random,32,131072,14336,114688,2427537,74,411.94
PMEM,nt,read,random,32,135168,14336,111212,2553905,77,391.557
PMEM,nt,read,random,32,1048576,14336,14336,2382911,72,419.655
PMEM,nt,read,random,32,1052672,14336,14280,2571014,78,388.952
PMEM,nt,read,random,64,131072,14336,114688,2422493,147,412.798
PMEM,nt,read,random,64,135168,14336,111212,2334646,142,428.33
PMEM,nt,read,random,64,1048576,14336,14336,2448298,149,408.447
PMEM,nt,read,random,64,1052672,14336,14280,2430277,148,411.476
PMEM,nt,read,random,128,131072,14336,114688,2246494,274,445.138
PMEM,nt,read,random,128,135168,14336,111212,2309965,281,432.907
PMEM,nt,read,random,128,1048576,14336,14336,2252719,274,443.908
PMEM,nt,read,random,128,1052672,14336,14280,2010359,245,497.423
PMEM,nt,read,random,256,131072,14336,114688,2278447,556,438.895
PMEM,nt,read,random,256,135168,14336,111212,2203892,538,453.743
PMEM,nt,read,random,256,1048576,14336,14336,2256775,550,443.11
PMEM,nt,read,random,256,1052672,14336,14280,2232475,545,447.933
PMEM,nt,read,random,512,131072,14336,114688,2100645,1025,476.044
PMEM,nt,read,random,512,135168,14336,111212,2057199,1004,486.098
PMEM,nt,read,random,512,1048576,14336,14336,2099173,1024,476.378
PMEM,nt,read,random,512,1052672,14336,14280,1957851,955,510.764
PMEM,nt,read,random,1024,131072,14336,114688,1719441,1679,581.584
PMEM,nt,read,random,1024,135168,14336,111212,1735080,1694,576.342
PMEM,nt,read,random,1024,1048576,14336,14336,1739274,1698,574.952
PMEM,nt,read,random,1024,1052672,14336,14280,1766855,1725,565.977
PMEM,nt,read,random,2048,131072,14336,114688,1173866,2292,851.885
PMEM,nt,read,random,2048,135168,14336,111212,1169566,2284,855.018
PMEM,nt,read,random,2048,1048576,14336,14336,1180922,2306,846.796
PMEM,nt,read,random,2048,1052672,14336,14280,1174107,2293,851.711
PMEM,nt,read,random,4096,131072,14336,114688,597960,2335,1672.35
PMEM,nt,read,random,4096,135168,14336,111212,570756,2229,1752.06
PMEM,nt,read,random,4096,1048576,14336,14336,586563,2291,1704.84
PMEM,nt,read,random,4096,1052672,14336,14280,562980,2199,1776.26
PMEM,nt,read,random,8192,131072,14336,114688,366889,2866,2725.61
PMEM,nt,read,random,8192,135168,14336,111212,357875,2795,2794.27
PMEM,nt,read,random,8192,1048576,14336,14336,364268,2845,2745.23
PMEM,nt,read,random,8192,1052672,14336,14280,353680,2763,2827.41
PMEM,nt,read,random,16384,131072,14336,114688,177790,2777,5624.6
PMEM,nt,read,random,16384,135168,14336,111212,177638,2775,5629.4
PMEM,nt,read,random,16384,1048576,14336,14336,176728,2761,5658.39
PMEM,nt,read,random,16384,1052672,14336,14280,176776,2762,5656.87
PMEM,nt,read,random,32768,131072,14336,114688,89614,2800,11158.9
PMEM,nt,read,random,32768,135168,14336,111212,89833,2807,11131.7
PMEM,nt,read,random,32768,1048576,14336,14336,89450,2795,11179.3
PMEM,nt,read,random,32768,1052672,14336,14280,89385,2793,11187.5
PMEM,nt,read,random,65536,131072,14336,114688,45685,2855,21888.6
PMEM,nt,read,random,65536,135168,14336,111212,45768,2860,21849.2
PMEM,nt,read,random,65536,1048576,14336,14336,45788,2861,21839.8
PMEM,nt,read,random,65536,1052672,14336,14280,45668,2854,21896.9
PMEM,t,read,random,8,131072,14336,114688,2447901,18,408.513
