platform,flush_type,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,throughput(op/s),bandwidth(MB),avg_latency(ns)
PMEM,t,write,sequential,1024,135168,14336,111212,1172840,1145,852.631
PMEM,t,write,sequential,1024,1048576,14336,14336,859353,839,1163.67
PMEM,t,write,sequential,1024,1052672,14336,14280,1165065,1137,858.321
PMEM,t,write,sequential,2048,131072,14336,114688,541426,1057,1846.97
PMEM,t,write,sequential,2048,135168,14336,111212,752024,1468,1329.74
PMEM,t,write,sequential,2048,1048576,14336,14336,544342,1063,1837.08
PMEM,t,write,sequential,2048,1052672,14336,14280,749866,1464,1333.57
PMEM,t,write,sequential,4096,131072,14336,114688,375301,1466,2664.53
PMEM,t,write,sequential,4096,135168,14336,111212,430739,1682,2321.59
PMEM,t,write,sequential,4096,1048576,14336,14336,373364,1458,2678.35
PMEM,t,write,sequential,4096,1052672,14336,14280,421601,1646,2371.91
PMEM,t,write,sequential,8192,131072,14336,114688,226273,1767,4419.43
PMEM,t,write,sequential,8192,135168,14336,111212,204841,1600,4881.82
PMEM,t,write,sequential,8192,1048576,14336,14336,225544,1762,4433.71
PMEM,t,write,sequential,8192,1052672,14336,14280,204487,1597,4890.27
PMEM,t,write,sequential,16384,131072,14336,114688,118510,1851,8438.1
PMEM,t,write,sequential,16384,135168,14336,111212,111862,1747,8939.54
PMEM,t,write,sequential,16384,1048576,14336,14336,115473,1804,8660.03
PMEM,t,write,sequential,16384,1052672,14336,14280,112126,1751,8918.5
PMEM,t,write,sequential,32768,131072,14336,114688,59532,1860,16797.6
PMEM,t,write,sequential,32768,135168,14336,111212,58021,1813,17235.1
PMEM,t,write,sequential,32768,1048576,14336,14336,59239,1851,16880.6
PMEM,t,write,sequential,32768,1052672,14336,14280,58013,1812,17237.4
PMEM,t,write,sequential,65536,131072,14336,114688,28579,1786,34990.1
PMEM,t,write,sequential,65536,135168,14336,111212,28252,1765,35395.1
PMEM,t,write,sequential,65536,1048576,14336,14336,28312,1769,35320.6
PMEM,t,write,sequential,65536,1052672,14336,14280,28200,1762,35460.9
PMEM,nt,write,random,8,131072,14336,114688,1476833,11,677.125
PMEM,nt,write,random,8,135168,14336,111212,1659023,12,602.764
PMEM,nt,write,random,8,1048576,14336,14336,1533751,11,651.996
PMEM,nt,write,random,8,1052672,14336,14280,1693990,12,590.322
PMEM,nt,write,random,16,131072,14336,114688,1475714,22,677.638
PMEM,nt,write,random,16,135168,14336,111212,1664042,25,600.946
PMEM,nt,write,random,16,1048576,14336,14336,1533904,23,651.931
PMEM,nt,write,random,16,1052672,14336,14280,1707579,26,585.624
PMEM,nt,write,random,32,131072,14336,114688,1474674,45,678.116
PMEM,nt,write,random,32,135168,14336,111212,1659038,50,602.759
PMEM,nt,write,random,32,1048576,14336,14336,1525235,46,655.637
PMEM,nt,write,random,32,1052672,14336,14280,1702920,51,587.226
PMEM,nt,write,random,64,131072,14336,114688,1999859,122,500.035
PMEM,nt,write,random,64,135168,14336,111212,3106172,189,321.94
PMEM,nt,write,random,64,1048576,14336,14336,2092580,127,477.879
PMEM,nt,write,random,64,1052672,14336,14280,3191000,194,313.381
PMEM,nt,write,random,128,131072,14336,114688,1954000,238,511.77
PMEM,nt,write,random,128,135168,14336,111212,2996514,365,333.721
PMEM,nt,write,random,128,1048576,14336,14336,2030468,247,492.497
PMEM,nt,write,random,128,1052672,14336,14280,3040987,371,328.841
PMEM,nt,write,random,256,131072,14336,114688,1742927,425,573.747
PMEM,nt,write,random,256,135168,14336,111212,2817512,687,354.923
PMEM,nt,write,random,256,1048576,14336,14336,1782639,435,560.966
PMEM,nt,write,random,256,1052672,14336,14280,2827724,690,353.641
PMEM,nt,write,random,512,131072,14336,114688,1564503,763,639.181
PMEM,nt,write,random,512,135168,14336,111212,2511833,1226,398.116
PMEM,nt,write,random,512,1048576,14336,14336,1609733,786,621.221
PMEM,nt,write,random,512,1052672,14336,14280,2568178,1253,389.381
PMEM,nt,write,random,1024,131072,14336,114688,1285730,1255,777.768
PMEM,nt,write,random,1024,135168,14336,111212,1983674,1937,504.115
PMEM,nt,write,random,1024,1048576,14336,14336,1307217,1276,764.984
PMEM,nt,write,random,1024,1052672,14336,14280,1999952,1953,500.012
PMEM,nt,write,random,2048,131072,14336,114688,705756,1378,1416.92
PMEM,nt,write,random,2048,135168,14336,111212,1059880,2070,943.503
PMEM,nt,write,random,2048,1048576,14336,14336,730581,1426,1368.77
PMEM,nt,write,random,2048,1052672,14336,14280,1069349,2088,935.148
PMEM,nt,write,random,4096,131072,14336,114688,633187,2473,1579.31
PMEM,nt,write,random,4096,135168,14336,111212,690870,2698,1447.45
PMEM,nt,write,random,4096,1048576,14336,14336,641218,2504,1559.53
PMEM,nt,write,random,4096,1052672,14336,14280,711145,2777,1406.18
PMEM,nt,write,random,8192,131072,14336,114688,442475,3456,2260.01
PMEM,nt,write,random,8192,135168,14336,111212,430848,3366,2321
PMEM,nt,write,random,8192,1048576,14336,14336,444396,3471,2250.24
PMEM,nt,write,random,8192,1052672,14336,14280,452765,3537,2208.65
PMEM,nt,write,random,16384,131072,14336,114688,231963,3624,4311.03
PMEM,nt,write,random,16384,135168,14336,111212,223263,3488,4479
PMEM,nt,write,random,16384,1048576,14336,14336,224954,3514,4445.34
PMEM,nt,write,random,16384,1052672,14336,14280,213970,3343,4673.54
PMEM,nt,write,random,32768,131072,14336,114688,113659,3551,8798.22
PMEM,nt,write,random,32768,135168,14336,111212,123416,3856,8102.63
PMEM,nt,write,random,32768,1048576,14336,14336,128065,4002,7808.53
PMEM,nt,write,random,32768,1052672,14336,14280,127751,3992,7827.71
PMEM,nt,write,random,65536,131072,14336,114688,59855,3740,16707
PMEM,nt,write,random,65536,135168,14336,111212,63880,3992,15654.2
PMEM,nt,write,random,65536,1048576,14336,14336,62220,3888,16071.7
PMEM,nt,write,random,65536,1052672,14336,14280,62035,3877,16119.8
PMEM,t,write,random,8,131072,14336,114688,1653020,12,604.953
PMEM,t,write,random,8,135168,14336,111212,2608363,19,383.382
PMEM,t,write,random,8,1048576,14336,14336,1749760,13,571.507
PMEM,t,write,random,8,1052672,14336,14280,2598166,19,384.887
PMEM,t,write,random,16,131072,14336,114688,1653135,25,604.911
PMEM,t,write,random,16,135168,14336,111212,2612997,39,382.702
PMEM,t,write,random,16,1048576,14336,14336,1736832,26,575.761
PMEM,t,write,random,16,1052672,14336,14280,2606639,39,383.636
PMEM,t,write,random,32,131072,14336,114688,1654628,50,604.365
PMEM,t,write,random,32,135168,14336,111212,2558908,78,390.792
PMEM,t,write,random,32,1048576,14336,14336,1752213,53,570.707
PMEM,t,write,random,32,1052672,14336,14280,2636692,80,379.263
PMEM,t,write,random,64,131072,14336,114688,1999867,122,500.033
PMEM,t,write,random,64,135168,14336,111212,3117454,190,320.775
PMEM,t,write,random,64,1048576,14336,14336,2106075,128,474.817
PMEM,t,write,random,64,1052672,14336,14280,3155965,192,316.86
PMEM,t,write,random,128,131072,14336,114688,1946504,237,513.742
PMEM,t,write,random,128,135168,14336,111212,2512480,306,398.013
PMEM,t,write,random,128,1048576,14336,14336,2030288,247,492.541
PMEM,t,write,random,128,1052672,14336,14280,2499892,305,400.017
PMEM,t,write,random,256,131072,14336,114688,1633273,398,612.267
PMEM,t,write,random,256,135168,14336,111212,2248186,548,444.803
PMEM,t,write,random,256,1048576,14336,14336,1666440,406,600.081
PMEM,t,write,random,256,1052672,14336,14280,2250312,549,444.383
PMEM,t,write,random,512,131072,14336,114688,1236125,603,808.98
PMEM,t,write,random,512,135168,14336,111212,1614730,788,619.298
PMEM,t,write,random,512,1048576,14336,14336,1250891,610,799.43
PMEM,t,write,random,512,1052672,14336,14280,1641149,801,609.329
PMEM,t,write,random,1024,131072,14336,114688,865737,845,1155.08
PMEM,t,write,random,1024,135168,14336,111212,1155218,1128,865.637
PMEM,t,write,random,1024,1048576,14336,14336,873780,853,1144.45
PMEM,t,write,random,1024,1052672,14336,14280,1161482,1134,860.969
PMEM,t,write,random,2048,131072,14336,114688,541485,1057,1846.77
PMEM,t,write,random,2048,135168,14336,111212,679755,1327,1471.12
PMEM,t,write,random,2048,1048576,14336,14336,544772,1064,1835.63
PMEM,t,write,random,2048,1052672,14336,14280,680509,1329,1469.49
PMEM,t,write,random,4096,131072,14336,114688,373558,1459,2676.96
PMEM,t,write,random,4096,135168,14336,111212,389681,1522,2566.2
PMEM,t,write,random,4096,1048576,14336,14336,371863,1452,2689.16
PMEM,t,write,random,4096,1052672,14336,14280,385928,1507,2591.15
PMEM,t,write,random,8192,131072,14336,114688,225907,1764,4426.59
PMEM,t,write,random,8192,135168,14336,111212,215537,1683,4639.56
PMEM,t,write,random,8192,1048576,14336,14336,224532,1754,4453.69
PMEM,t,write,random,8192,1052672,14336,14280,214651,1676,4658.7
PMEM,t,write,random,16384,131072,14336,114688,117880,1841,8483.14
PMEM,t,write,random,16384,135168,14336,111212,114571,1790,8728.18
PMEM,t,write,random,16384,1048576,14336,14336,114522,1789,8731.9
PMEM,t,write,random,16384,1052672,14336,14280,113966,1780,8774.48
PMEM,t,write,random,32768,131072,14336,114688,59358,1854,16846.8
PMEM,t,write,random,32768,135168,14336,111212,58683,1833,17040.7
PMEM,t,write,random,32768,1048576,14336,14336,59265,1852,16873.1
PMEM,t,write,random,32768,1052672,14336,14280,58668,1833,17044.9
PMEM,t,write,random,65536,131072,14336,114688,28544,1784,35033
PMEM,t,write,random,65536,135168,14336,111212,28361,1772,35258.6
PMEM,t,write,random,65536,1048576,14336,14336,28349,1771,35274.2
PMEM,t,write,random,65536,1052672,14336,14280,28349,1771,35274.6
PMEM,nt,read,sequential,8,131072,14336,114688,2544711,19,392.972
PMEM,nt,read,sequential,8,135168,14336,111212,2668022,20,374.809
PMEM,nt,read,sequential,8,1048576,14336,14336,2539968,19,393.706
PMEM,nt,read,sequential,8,1052672,14336,14280,2558526,19,390.85
PMEM,nt,read,sequential,16,131072,14336,114688,2531898,38,394.961
PMEM,nt,read,sequential,16,135168,14336,111212,2667624,40,374.865
PMEM,nt,read,sequential,16,1048576,14336,14336,2467287,37,405.303
PMEM,nt,read,sequential,16,1052672,14336,14280,2550309,38,392.109
PMEM,nt,read,sequential,32,131072,14336,114688,2518295,76,397.094
PMEM,nt,read,sequential,32,135168,14336,111212,2571519,78,388.875
PMEM,nt,read,sequential,32,1048576,14336,14336,2516527,76,397.373
PMEM,nt,read,sequential,32,1052672,14336,14280,2568698,78,389.302
PMEM,nt,read,sequential,64,131072,14336,114688,2519322,153,396.932
PMEM,nt,read,sequential,64,135168,14336,111212,2662551,162,375.58
PMEM,nt,read,sequential,64,1048576,14336,14336,2506337,152,398.989
PMEM,nt,read,sequential,64,1052672,14336,14280,2495829,152,400.668
PMEM,nt,read,sequential,128,131072,14336,114688,2346944,286,426.086
PMEM,nt,read,sequential,128,135168,14336,111212,2476222,302,403.841
PMEM,nt,read,sequential,128,1048576,14336,14336,2329749,284,429.231
PMEM,nt,read,sequential,128,1052672,14336,14280,2373670,289,421.289
PMEM,nt,read,sequential,256,131072,14336,114688,2326371,567,429.854
PMEM,nt,read,sequential,256,135168,14336,111212,2249572,549,444.529
PMEM,nt,read,sequential,256,1048576,14336,14336,2313500,564,432.245
PMEM,nt,read,sequential,256,1052672,14336,14280,2325954,567,429.931
PMEM,nt,read,sequential,512,131072,14336,114688,2184918,1066,457.683
PMEM,nt,read,sequential,512,135168,14336,111212,2259869,1103,442.503
PMEM,nt,read,sequential,512,1048576,14336,14336,2156423,1052,463.731
PMEM,nt,read,sequential,512,1052672,14336,14280,2229836,1088,448.463
PMEM,nt,read,sequential,1024,131072,14336,114688,1790845,1748,558.396
PMEM,nt,read,sequential,1024,135168,14336,111212,1931923,1886,517.619
PMEM,nt,read,sequential,1024,1048576,14336,14336,1785616,1743,560.031
PMEM,nt,read,sequential,1024,1052672,14336,14280,1915386,1870,522.088
PMEM,nt,read,sequential,2048,131072,14336,114688,1198962,2341,834.055
PMEM,nt,read,sequential,2048,135168,14336,111212,1201590,2346,832.23
PMEM,nt,read,sequential,2048,1048576,14336,14336,1195065,2334,836.774
PMEM,nt,read,sequential,2048,1052672,14336,14280,1211985,2367,825.092
PMEM,nt,read,sequential,4096,131072,14336,114688,682269,2665,1465.7
PMEM,nt,read,sequential,4096,135168,14336,111212,673943,2632,1483.8
PMEM,nt,read,sequential,4096,1048576,14336,14336,669510,2615,1493.63
PMEM,nt,read,sequential,4096,1052672,14336,14280,663265,2590,1507.69
PMEM,nt,read,sequential,8192,131072,14336,114688,393373,3073,2542.12
PMEM,nt,read,sequential,8192,135168,14336,111212,395455,3089,2528.73
PMEM,nt,read,sequential,8192,1048576,14336,14336,391613,3059,2553.54
PMEM,nt,read,sequential,8192,1052672,14336,14280,392550,3066,2547.44
PMEM,nt,read,sequential,16384,131072,14336,114688,181406,2834,5512.48
PMEM,nt,read,sequential,16384,135168,14336,111212,182147,2846,5490.06
PMEM,nt,read,sequential,16384,1048576,14336,14336,181986,2843,5494.92
PMEM,nt,read,sequential,16384,1052672,14336,14280,181812,2840,5500.17
PMEM,nt,read,sequential,32768,131072,14336,114688,90455,2826,11055.1
PMEM,nt,read,sequential,32768,135168,14336,111212,90798,2837,11013.3
PMEM,nt,read,sequential,32768,1048576,14336,14336,90550,2829,11043.6
PMEM,nt,read,sequential,32768,1052672,14336,14280,90599,2831,11037.6
PMEM,nt,read,sequential,65536,131072,14336,114688,46063,2878,21709.1
PMEM,nt,read,sequential,65536,135168,14336,111212,46039,2877,21720.4
PMEM,nt,read,sequential,65536,1048576,14336,14336,46131,2883,21677.1
PMEM,nt,read,sequential,65536,1052672,14336,14280,45806,2862,21831.1
PMEM,t,read,sequential,8,131072,14336,114688,2530905,19,395.116
PMEM,t,read,sequential,8,135168,14336,111212,2657022,20,376.361
PMEM,t,read,sequential,8,1048576,14336,14336,2514954,19,397.622
PMEM,t,read,sequential,8,1052672,14336,14280,2568736,19,389.297
PMEM,t,read,sequential,16,131072,14336,114688,2550175,38,392.13
PMEM,t,read,sequential,16,135168,14336,111212,2686646,40,372.211
PMEM,t,read,sequential,16,1048576,14336,14336,2526853,38,395.749
PMEM,t,read,sequential,16,1052672,14336,14280,2152907,32,464.488
PMEM,t,read,sequential,32,131072,14336,114688,2524552,77,396.11
PMEM,t,read,sequential,32,135168,14336,111212,2562673,78,390.218
PMEM,t,read,sequential,32,1048576,14336,14336,2493157,76,401.098
PMEM,t,read,sequential,32,1052672,14336,14280,2559220,78,390.744
PMEM,t,read,sequential,64,131072,14336,114688,2531493,154,395.024
PMEM,t,read,sequential,64,135168,14336,111212,2638210,161,379.045
PMEM,t,read,sequential,64,1048576,14336,14336,2463005,150,406.008
PMEM,t,read,sequential,64,1052672,14336,14280,2490095,151,401.591
PMEM,t,read,sequential,128,131072,14336,114688,2353344,287,424.927
PMEM,t,read,sequential,128,135168,14336,111212,2321288,283,430.795
PMEM,t,read,sequential,128,1048576,14336,14336,2327692,284,429.61
PMEM,t,read,sequential,128,1052672,14336,14280,2387512,291,418.846
PMEM,t,read,sequential,256,131072,14336,114688,2312972,564,432.344
PMEM,t,read,sequential,256,135168,14336,111212,2323464,567,430.392
PMEM,t,read,sequential,256,1048576,14336,14336,2300605,561,434.668
PMEM,t,read,sequential,256,1052672,14336,14280,2323356,567,430.412
PMEM,t,read,sequential,512,131072,14336,114688,2188577,1068,456.918
PMEM,t,read,sequential,512,135168,14336,111212,2234705,1091,447.486
PMEM,t,read,sequential,512,1048576,14336,14336,2171678,1060,460.473
PMEM,t,read,sequential,512,1052672,14336,14280,2238781,1093,446.672
PMEM,t,read,sequential,1024,131072,14336,114688,1781570,1739,561.302
PMEM,t,read,sequential,1024,135168,14336,111212,1924743,1879,519.55
PMEM,t,read,sequential,1024,1048576,14336,14336,1780881,1739,561.52
PMEM,t,read,sequential,1024,1052672,14336,14280,1909658,1864,523.654
PMEM,t,read,sequential,2048,131072,14336,114688,1195107,2334,836.745
PMEM,t,read,sequential,2048,135168,14336,111212,1199746,2343,833.51
PMEM,t,read,sequential,2048,1048576,14336,14336,1191918,2327,838.984
PMEM,t,read,sequential,2048,1052672,14336,14280,1203213,2350,831.107
PMEM,t,read,sequential,4096,131072,14336,114688,678727,2651,1473.35
PMEM,t,read,sequential,4096,135168,14336,111212,670879,2620,1490.58
PMEM,t,read,sequential,4096,1048576,14336,14336,668102,2609,1496.78
PMEM,t,read,sequential,4096,1052672,14336,14280,663296,2591,1507.62
PMEM,t,read,sequential,8192,131072,14336,114688,394697,3083,2533.59
PMEM,t,read,sequential,8192,135168,14336,111212,395632,3090,2527.6
PMEM,t,read,sequential,8192,1048576,14336,14336,392450,3066,2548.09
PMEM,t,read,sequential,8192,1052672,14336,14280,390641,3051,2559.9
PMEM,t,read,sequential,16384,131072,14336,114688,181729,2839,5502.67
PMEM,t,read,sequential,16384,135168,14336,111212,182084,2845,5491.96
PMEM,t,read,sequential,16384,1048576,14336,14336,181230,2831,5517.83
PMEM,t,read,sequential,16384,1052672,14336,14280,181919,2842,5496.93
PMEM,t,read,sequential,32768,131072,14336,114688,90609,2831,11036.4
PMEM,t,read,sequential,32768,135168,14336,111212,90753,2836,11018.8
PMEM,t,read,sequential,32768,1048576,14336,14336,89940,2810,11118.5
PMEM,t,read,sequential,32768,1052672,14336,14280,90651,2832,11031.2
PMEM,t,read,sequential,65536,131072,14336,114688,45939,2871,21767.9
PMEM,t,read,sequential,65536,135168,14336,111212,45943,2871,21766
PMEM,t,read,sequential,65536,1048576,14336,14336,46122,2882,21681.4
PMEM,t,read,sequential,65536,1052672,14336,14280,45858,2866,21806.4
PMEM,nt,read,random,8,131072,14336,114688,2449693,18,408.214
PMEM,nt,read,random,8,135168,14336,111212,2586329,19,386.648
PMEM,nt,read,random,8,1048576,14336,14336,2474256,18,404.162
PMEM,nt,read,random,8,1052672,14336,14280,2522797,19,396.385
PMEM,nt,read,random,16,131072,14336,114688,2450206,37,408.129
PMEM,nt,read,random,16,135168,14336,111212,2580134,39,387.577
PMEM,nt,read,random,16,1048576,14336,14336,2451609,37,407.895
PMEM,nt,read,random,16,1052672,14336,14280,2527322,38,395.676
PMEM,nt,read,random,32,131072,14336,114688,2438312,74,410.12
PMEM,nt,read,random,32,135168,14336,111212,2566065,78,389.702
PMEM,nt,read,random,32,1048576,14336,14336,2458854,75,406.693
PMEM,nt,read,random,32,1052672,14336,14280,2535340,77,394.424
PMEM,nt,read,random,64,131072,14336,114688,2431526,148,411.264
PMEM,nt,read,random,64,135168,14336,111212,2515598,153,397.52
PMEM,nt,read,random,64,1048576,14336,14336,2437930,148,410.184
PMEM,nt,read,random,64,1052672,14336,14280,2445882,149,408.85
PMEM,nt,read,random,128,131072,14336,114688,2277083,277,439.158
PMEM,nt,read,random,128,135168,14336,111212,2358655,287,423.97
PMEM,nt,read,random,128,1048576,14336,14336,2279746,278,438.645
PMEM,nt,read,random,128,1052672,14336,14280,2326351,283,429.858
PMEM,nt,read,random,256,131072,14336,114688,2285728,558,437.497
PMEM,nt,read,random,256,135168,14336,111212,2246431,548,445.15
PMEM,nt,read,random,256,1048576,14336,14336,2290935,559,436.503
PMEM,nt,read,random,256,1052672,14336,14280,2245445,548,445.346
PMEM,nt,read,random,512,131072,14336,114688,2123147,1036,470.999
PMEM,nt,read,random,512,135168,14336,111212,2147230,1048,465.716
PMEM,nt,read,random,512,1048576,14336,14336,2116279,1033,472.527
PMEM,nt,read,random,512,1052672,14336,14280,2171393,1060,460.534
PMEM,nt,read,random,1024,131072,14336,114688,1754359,1713,570.009
PMEM,nt,read,random,1024,135168,14336,111212,1768682,1727,565.392
PMEM,nt,read,random,1024,1048576,14336,14336,1740612,1699,574.51
PMEM,nt,read,random,1024,1052672,14336,14280,1782711,1740,560.943
PMEM,nt,read,random,2048,131072,14336,114688,1186295,2316,842.96
PMEM,nt,read,random,2048,135168,14336,111212,1188398,2321,841.468
PMEM,nt,read,random,2048,1048576,14336,14336,1191978,2328,838.941
PMEM,nt,read,random,2048,1052672,14336,14280,1196051,2336,836.085
PMEM,nt,read,random,4096,131072,14336,114688,661296,2583,1512.18
PMEM,nt,read,random,4096,135168,14336,111212,645976,2523,1548.04
PMEM,nt,read,random,4096,1048576,14336,14336,655883,2562,1524.66
PMEM,nt,read,random,4096,1052672,14336,14280,642362,2509,1556.75
PMEM,nt,read,random,8192,131072,14336,114688,388786,3037,2572.11
PMEM,nt,read,random,8192,135168,14336,111212,384343,3002,2601.84
PMEM,nt,read,random,8192,1048576,14336,14336,389133,3040,2569.81
PMEM,nt,read,random,8192,1052672,14336,14280,385399,3010,2594.71
PMEM,nt,read,random,16384,131072,14336,114688,181325,2833,5514.94
PMEM,nt,read,random,16384,135168,14336,111212,181081,2829,5522.38
PMEM,nt,read,random,16384,1048576,14336,14336,180541,2820,5538.89
PMEM,nt,read,random,16384,1052672,14336,14280,180521,2820,5539.51
PMEM,nt,read,random,32768,131072,14336,114688,90497,2828,11050
PMEM,nt,read,random,32768,135168,14336,111212,90583,2830,11039.6
PMEM,nt,read,random,32768,1048576,14336,14336,90934,2841,10996.9
PMEM,nt,read,random,32768,1052672,14336,14280,91132,2847,10973.1
PMEM,nt,read,random,65536,131072,14336,114688,46122,2882,21681.4
PMEM,nt,read,random,65536,135168,14336,111212,46050,2878,21715.2
PMEM,nt,read,random,65536,1048576,14336,14336,45785,2861,21841
PMEM,nt,read,random,65536,1052672,14336,14280,45874,2867,21798.6
PMEM,t,read,random,8,131072,14336,114688,2449499,18,408.247
