platform,flush_type,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,throughput(op/s),bandwidth(MB),avg_latency(ns)
PMEM,nt,write,random,65536,131072,14336,114688,63130,3945,15840.2
PMEM,nt,write,random,65536,135168,14336,111212,61117,3819,16362
PMEM,nt,write,random,65536,1048576,14336,14336,64739,4046,15446.6
PMEM,nt,write,random,65536,1052672,14336,14280,64854,4053,15419.1
PMEM,t,write,random,8,131072,14336,114688,1622120,12,616.477
PMEM,t,write,random,8,135168,14336,111212,2642202,20,378.472
PMEM,t,write,random,8,1048576,14336,14336,1599810,12,625.074
PMEM,t,write,random,8,1052672,14336,14280,2627132,20,380.643
PMEM,t,write,random,16,131072,14336,114688,1621268,24,616.801
PMEM,t,write,random,16,135168,14336,111212,2626217,40,380.776
PMEM,t,write,random,16,1048576,14336,14336,1601243,24,624.515
PMEM,t,write,random,16,1052672,14336,14280,2639713,40,378.829
PMEM,t,write,random,32,131072,14336,114688,1620597,49,617.056
PMEM,t,write,random,32,135168,14336,111212,2649371,80,377.448
PMEM,t,write,random,32,1048576,14336,14336,1595052,48,626.939
PMEM,t,write,random,32,1052672,14336,14280,2662159,81,375.635
PMEM,t,write,random,64,131072,14336,114688,1959609,119,510.306
PMEM,t,write,random,64,135168,14336,111212,3155020,192,316.955
PMEM,t,write,random,64,1048576,14336,14336,1933306,117,517.249
PMEM,t,write,random,64,1052672,14336,14280,3154467,192,317.011
PMEM,t,write,random,128,131072,14336,114688,1907383,232,524.278
PMEM,t,write,random,128,135168,14336,111212,2532462,309,394.873
PMEM,t,write,random,128,1048576,14336,14336,1874605,228,533.446
PMEM,t,write,random,128,1052672,14336,14280,2535119,309,394.459
PMEM,t,write,random,256,131072,14336,114688,1619962,395,617.298
PMEM,t,write,random,256,135168,14336,111212,2275451,555,439.473
PMEM,t,write,random,256,1048576,14336,14336,1607695,392,622.008
PMEM,t,write,random,256,1052672,14336,14280,2272664,554,440.012
PMEM,t,write,random,512,131072,14336,114688,1225506,598,815.989
PMEM,t,write,random,512,135168,14336,111212,1574941,769,634.944
PMEM,t,write,random,512,1048576,14336,14336,1226725,598,815.178
PMEM,t,write,random,512,1052672,14336,14280,1600144,781,624.944
PMEM,t,write,random,1024,131072,14336,114688,863731,843,1157.77
PMEM,t,write,random,1024,135168,14336,111212,1158979,1131,862.828
PMEM,t,write,random,1024,1048576,14336,14336,865388,845,1155.55
PMEM,t,write,random,1024,1052672,14336,14280,1158221,1131,863.393
PMEM,t,write,random,2048,131072,14336,114688,541864,1058,1845.48
PMEM,t,write,random,2048,135168,14336,111212,678545,1325,1473.74
PMEM,t,write,random,2048,1048576,14336,14336,540089,1054,1851.55
PMEM,t,write,random,2048,1052672,14336,14280,682793,1333,1464.57
PMEM,t,write,random,4096,131072,14336,114688,373625,1459,2676.47
PMEM,t,write,random,4096,135168,14336,111212,389609,1521,2566.67
PMEM,t,write,random,4096,1048576,14336,14336,373117,1457,2680.12
PMEM,t,write,random,4096,1052672,14336,14280,389201,1520,2569.36
PMEM,t,write,random,8192,131072,14336,114688,227627,1778,4393.15
PMEM,t,write,random,8192,135168,14336,111212,216581,1692,4617.2
PMEM,t,write,random,8192,1048576,14336,14336,218905,1710,4568.19
PMEM,t,write,random,8192,1052672,14336,14280,215536,1683,4639.59
PMEM,t,write,random,16384,131072,14336,114688,117519,1836,8509.2
PMEM,t,write,random,16384,135168,14336,111212,114635,1791,8723.29
PMEM,t,write,random,16384,1048576,14336,14336,117084,1829,8540.87
PMEM,t,write,random,16384,1052672,14336,14280,114741,1792,8715.26
PMEM,t,write,random,32768,131072,14336,114688,59499,1859,16806.8
PMEM,t,write,random,32768,135168,14336,111212,58673,1833,17043.6
PMEM,t,write,random,32768,1048576,14336,14336,59408,1856,16832.7
PMEM,t,write,random,32768,1052672,14336,14280,58641,1832,17052.8
PMEM,t,write,random,65536,131072,14336,114688,28609,1788,34952.9
PMEM,t,write,random,65536,135168,14336,111212,28473,1779,35120.9
PMEM,t,write,random,65536,1048576,14336,14336,28624,1789,34935
PMEM,t,write,random,65536,1052672,14336,14280,28381,1773,35234.5
PMEM,nt,read,sequential,8,131072,14336,114688,2547080,19,392.606
PMEM,nt,read,sequential,8,135168,14336,111212,2659568,20,376.001
PMEM,nt,read,sequential,8,1048576,14336,14336,2517692,19,397.189
PMEM,nt,read,sequential,8,1052672,14336,14280,2558550,19,390.846
PMEM,nt,read,sequential,16,131072,14336,114688,2541512,38,393.466
PMEM,nt,read,sequential,16,135168,14336,111212,2468111,37,405.168
PMEM,nt,read,sequential,16,1048576,14336,14336,2459589,37,406.572
PMEM,nt,read,sequential,16,1052672,14336,14280,2570749,39,388.992
PMEM,nt,read,sequential,32,131072,14336,114688,2508421,76,398.657
PMEM,nt,read,sequential,32,135168,14336,111212,2640821,80,378.67
PMEM,nt,read,sequential,32,1048576,14336,14336,2515384,76,397.554
PMEM,nt,read,sequential,32,1052672,14336,14280,2190821,66,456.45
PMEM,nt,read,sequential,64,131072,14336,114688,2523312,154,396.305
PMEM,nt,read,sequential,64,135168,14336,111212,2645070,161,378.062
PMEM,nt,read,sequential,64,1048576,14336,14336,2499535,152,400.074
PMEM,nt,read,sequential,64,1052672,14336,14280,2489639,151,401.665
PMEM,nt,read,sequential,128,131072,14336,114688,2347494,286,425.986
PMEM,nt,read,sequential,128,135168,14336,111212,2472416,301,404.463
PMEM,nt,read,sequential,128,1048576,14336,14336,2293373,279,436.039
PMEM,nt,read,sequential,128,1052672,14336,14280,2360532,288,423.633
PMEM,nt,read,sequential,256,131072,14336,114688,2324014,567,430.29
PMEM,nt,read,sequential,256,135168,14336,111212,2250361,549,444.373
PMEM,nt,read,sequential,256,1048576,14336,14336,2296598,560,435.427
PMEM,nt,read,sequential,256,1052672,14336,14280,2338549,570,427.615
PMEM,nt,read,sequential,512,131072,14336,114688,2195788,1072,455.417
PMEM,nt,read,sequential,512,135168,14336,111212,2251347,1099,444.178
PMEM,nt,read,sequential,512,1048576,14336,14336,2126694,1038,470.213
PMEM,nt,read,sequential,512,1052672,14336,14280,1965417,959,508.798
PMEM,nt,read,sequential,1024,131072,14336,114688,1793937,1751,557.433
PMEM,nt,read,sequential,1024,135168,14336,111212,1935007,1889,516.794
PMEM,nt,read,sequential,1024,1048576,14336,14336,1783822,1742,560.594
PMEM,nt,read,sequential,1024,1052672,14336,14280,1927149,1881,518.901
PMEM,nt,read,sequential,2048,131072,14336,114688,1202459,2348,831.629
PMEM,nt,read,sequential,2048,135168,14336,111212,1199918,2343,833.39
PMEM,nt,read,sequential,2048,1048576,14336,14336,1191078,2326,839.575
PMEM,nt,read,sequential,2048,1052672,14336,14280,1226721,2395,815.181
PMEM,nt,read,sequential,4096,131072,14336,114688,681267,2661,1467.85
PMEM,nt,read,sequential,4096,135168,14336,111212,674083,2633,1483.5
PMEM,nt,read,sequential,4096,1048576,14336,14336,672126,2625,1487.81
PMEM,nt,read,sequential,4096,1052672,14336,14280,669203,2614,1494.31
PMEM,nt,read,sequential,8192,131072,14336,114688,395523,3090,2528.3
PMEM,nt,read,sequential,8192,135168,14336,111212,397293,3103,2517.03
PMEM,nt,read,sequential,8192,1048576,14336,14336,393921,3077,2538.57
PMEM,nt,read,sequential,8192,1052672,14336,14280,395150,3087,2530.68
PMEM,nt,read,sequential,16384,131072,14336,114688,182392,2849,5482.67
PMEM,nt,read,sequential,16384,135168,14336,111212,182521,2851,5478.82
PMEM,nt,read,sequential,16384,1048576,14336,14336,180459,2819,5541.4
PMEM,nt,read,sequential,16384,1052672,14336,14280,181709,2839,5503.28
PMEM,nt,read,sequential,32768,131072,14336,114688,90824,2838,11010.2
PMEM,nt,read,sequential,32768,135168,14336,111212,90560,2830,11042.4
PMEM,nt,read,sequential,32768,1048576,14336,14336,90728,2835,11021.9
PMEM,nt,read,sequential,32768,1052672,14336,14280,90342,2823,11069
PMEM,nt,read,sequential,65536,131072,14336,114688,46083,2880,21699.8
PMEM,nt,read,sequential,65536,135168,14336,111212,46167,2885,21660.3
PMEM,nt,read,sequential,65536,1048576,14336,14336,46090,2880,21696.4
PMEM,nt,read,sequential,65536,1052672,14336,14280,46023,2876,21727.8
PMEM,t,read,sequential,8,131072,14336,114688,2554568,19,391.456
PMEM,t,read,sequential,8,135168,14336,111212,2477797,18,403.584
PMEM,t,read,sequential,8,1048576,14336,14336,2518877,19,397.002
PMEM,t,read,sequential,8,1052672,14336,14280,2598068,19,384.901
PMEM,t,read,sequential,16,131072,14336,114688,2532325,38,394.894
PMEM,t,read,sequential,16,135168,14336,111212,2662970,40,375.52
PMEM,t,read,sequential,16,1048576,14336,14336,2507157,38,398.858
PMEM,t,read,sequential,16,1052672,14336,14280,2540224,38,393.666
PMEM,t,read,sequential,32,131072,14336,114688,2530314,77,395.208
PMEM,t,read,sequential,32,135168,14336,111212,2473198,75,404.335
PMEM,t,read,sequential,32,1048576,14336,14336,2463074,75,405.997
PMEM,t,read,sequential,32,1052672,14336,14280,2567607,78,389.468
PMEM,t,read,sequential,64,131072,14336,114688,2528255,154,395.53
PMEM,t,read,sequential,64,135168,14336,111212,2456256,149,407.124
PMEM,t,read,sequential,64,1048576,14336,14336,2503267,152,399.478
PMEM,t,read,sequential,64,1052672,14336,14280,2489596,151,401.671
PMEM,t,read,sequential,128,131072,14336,114688,2337063,285,427.887
PMEM,t,read,sequential,128,135168,14336,111212,2453006,299,407.663
PMEM,t,read,sequential,128,1048576,14336,14336,2284442,278,437.744
PMEM,t,read,sequential,128,1052672,14336,14280,2363401,288,423.119
PMEM,t,read,sequential,256,131072,14336,114688,2312673,564,432.4
PMEM,t,read,sequential,256,135168,14336,111212,2400038,585,416.66
PMEM,t,read,sequential,256,1048576,14336,14336,2308685,563,433.147
PMEM,t,read,sequential,256,1052672,14336,14280,2335703,570,428.137
PMEM,t,read,sequential,512,131072,14336,114688,2189204,1068,456.787
PMEM,t,read,sequential,512,135168,14336,111212,2155261,1052,463.981
PMEM,t,read,sequential,512,1048576,14336,14336,2137449,1043,467.847
PMEM,t,read,sequential,512,1052672,14336,14280,2252407,1099,443.969
PMEM,t,read,sequential,1024,131072,14336,114688,1798782,1756,555.932
PMEM,t,read,sequential,1024,135168,14336,111212,1944498,1898,514.271
PMEM,t,read,sequential,1024,1048576,14336,14336,1775658,1734,563.171
PMEM,t,read,sequential,1024,1052672,14336,14280,1936485,1891,516.399
PMEM,t,read,sequential,2048,131072,14336,114688,1202605,2348,831.528
PMEM,t,read,sequential,2048,135168,14336,111212,1208570,2360,827.424
PMEM,t,read,sequential,2048,1048576,14336,14336,1200904,2345,832.705
PMEM,t,read,sequential,2048,1052672,14336,14280,1212059,2367,825.042
PMEM,t,read,sequential,4096,131072,14336,114688,681601,2662,1467.13
PMEM,t,read,sequential,4096,135168,14336,111212,670392,2618,1491.66
PMEM,t,read,sequential,4096,1048576,14336,14336,675141,2637,1481.17
PMEM,t,read,sequential,4096,1052672,14336,14280,670559,2619,1491.29
PMEM,t,read,sequential,8192,131072,14336,114688,394578,3082,2534.35
PMEM,t,read,sequential,8192,135168,14336,111212,395842,3092,2526.26
PMEM,t,read,sequential,8192,1048576,14336,14336,392901,3069,2545.16
PMEM,t,read,sequential,8192,1052672,14336,14280,394087,3078,2537.5
PMEM,t,read,sequential,16384,131072,14336,114688,182310,2848,5485.16
PMEM,t,read,sequential,16384,135168,14336,111212,182350,2849,5483.94
PMEM,t,read,sequential,16384,1048576,14336,14336,179955,2811,5556.93
PMEM,t,read,sequential,16384,1052672,14336,14280,180497,2820,5540.24
PMEM,t,read,sequential,32768,131072,14336,114688,91077,2846,10979.7
PMEM,t,read,sequential,32768,135168,14336,111212,90905,2840,11000.4
PMEM,t,read,sequential,32768,1048576,14336,14336,90731,2835,11021.5
PMEM,t,read,sequential,32768,1052672,14336,14280,90816,2838,11011.2
PMEM,t,read,sequential,65536,131072,14336,114688,46131,2883,21677.1
PMEM,t,read,sequential,65536,135168,14336,111212,46041,2877,21719.6
PMEM,t,read,sequential,65536,1048576,14336,14336,45873,2867,21799.2
PMEM,t,read,sequential,65536,1052672,14336,14280,46003,2875,21737.6
PMEM,nt,read,random,8,131072,14336,114688,2455848,18,407.191
PMEM,nt,read,random,8,135168,14336,111212,2410697,18,414.818
PMEM,nt,read,random,8,1048576,14336,14336,2425079,18,412.358
PMEM,nt,read,random,8,1052672,14336,14280,2539805,19,393.731
PMEM,nt,read,random,16,131072,14336,114688,2453468,37,407.586
PMEM,nt,read,random,16,135168,14336,111212,2409128,36,415.088
PMEM,nt,read,random,16,1048576,14336,14336,2425341,37,412.313
PMEM,nt,read,random,16,1052672,14336,14280,2570354,39,389.051
PMEM,nt,read,random,32,131072,14336,114688,2434725,74,410.724
PMEM,nt,read,random,32,135168,14336,111212,2395710,73,417.413
PMEM,nt,read,random,32,1048576,14336,14336,2408600,73,415.179
PMEM,nt,read,random,32,1052672,14336,14280,2558318,78,390.882
PMEM,nt,read,random,64,131072,14336,114688,2437142,148,410.317
PMEM,nt,read,random,64,135168,14336,111212,2343952,143,426.63
PMEM,nt,read,random,64,1048576,14336,14336,2416562,147,413.811
PMEM,nt,read,random,64,1052672,14336,14280,2456413,149,407.098
PMEM,nt,read,random,128,131072,14336,114688,2278711,278,438.844
PMEM,nt,read,random,128,135168,14336,111212,2376076,290,420.862
PMEM,nt,read,random,128,1048576,14336,14336,2259745,275,442.528
PMEM,nt,read,random,128,1052672,14336,14280,2052671,250,487.17
PMEM,nt,read,random,256,131072,14336,114688,2294193,560,435.883
PMEM,nt,read,random,256,135168,14336,111212,2290296,559,436.625
PMEM,nt,read,random,256,1048576,14336,14336,2281119,556,438.381
PMEM,nt,read,random,256,1052672,14336,14280,2284326,557,437.766
PMEM,nt,read,random,512,131072,14336,114688,2130504,1040,469.372
PMEM,nt,read,random,512,135168,14336,111212,2152937,1051,464.482
PMEM,nt,read,random,512,1048576,14336,14336,2105274,1027,474.997
PMEM,nt,read,random,512,1052672,14336,14280,2182633,1065,458.162
PMEM,nt,read,random,1024,131072,14336,114688,1774070,1732,563.675
PMEM,nt,read,random,1024,135168,14336,111212,1778069,1736,562.408
PMEM,nt,read,random,1024,1048576,14336,14336,1760147,1718,568.134
PMEM,nt,read,random,1024,1052672,14336,14280,1798270,1756,556.09
PMEM,nt,read,random,2048,131072,14336,114688,1195795,2335,836.263
PMEM,nt,read,random,2048,135168,14336,111212,1182630,2309,845.572
PMEM,nt,read,random,2048,1048576,14336,14336,1194990,2333,836.827
PMEM,nt,read,random,2048,1052672,14336,14280,1198900,2341,834.097
PMEM,nt,read,random,4096,131072,14336,114688,672286,2626,1487.46
PMEM,nt,read,random,4096,135168,14336,111212,662929,2589,1508.46
PMEM,nt,read,random,4096,1048576,14336,14336,668397,2610,1496.11
PMEM,nt,read,random,4096,1052672,14336,14280,659140,2574,1517.13
PMEM,nt,read,random,8192,131072,14336,114688,392337,3065,2548.83
PMEM,nt,read,random,8192,135168,14336,111212,391820,3061,2552.19
PMEM,nt,read,random,8192,1048576,14336,14336,392497,3066,2547.79
PMEM,nt,read,random,8192,1052672,14336,14280,390683,3052,2559.62
PMEM,nt,read,random,16384,131072,14336,114688,181453,2835,5511.05
PMEM,nt,read,random,16384,135168,14336,111212,181122,2830,5521.13
PMEM,nt,read,random,16384,1048576,14336,14336,181184,2831,5519.22
PMEM,nt,read,random,16384,1052672,14336,14280,180539,2820,5538.95
PMEM,nt,read,random,32768,131072,14336,114688,90523,2828,11046.9
PMEM,nt,read,random,32768,135168,14336,111212,90792,2837,11014.1
PMEM,nt,read,random,32768,1048576,14336,14336,89890,2809,11124.7
PMEM,nt,read,random,32768,1052672,14336,14280,90278,2821,11076.8
PMEM,nt,read,random,65536,131072,14336,114688,46219,2888,21635.9
PMEM,nt,read,random,65536,135168,14336,111212,46031,2876,21724.1
PMEM,nt,read,random,65536,1048576,14336,14336,46026,2876,21726.5
PMEM,nt,read,random,65536,1052672,14336,14280,45947,2871,21763.8
PMEM,t,read,random,8,131072,14336,114688,2455895,18,407.183
