platform,flush_type,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,throughput(op/s),bandwidth(MB),avg_latency(ns)
PMEM,nt,read,sequential,32,135168,14336,111212,2662592,81,375.574
PMEM,nt,read,sequential,32,1048576,14336,14336,2510399,76,398.343
PMEM,nt,read,sequential,32,1052672,14336,14280,2543424,77,393.171
PMEM,nt,read,sequential,64,131072,14336,114688,2535798,154,394.353
PMEM,nt,read,sequential,64,135168,14336,111212,2649341,161,377.452
PMEM,nt,read,sequential,64,1048576,14336,14336,2488278,151,401.884
PMEM,nt,read,sequential,64,1052672,14336,14280,2501600,152,399.744
PMEM,nt,read,sequential,128,131072,14336,114688,2355416,287,424.553
PMEM,nt,read,sequential,128,135168,14336,111212,2485297,303,402.366
PMEM,nt,read,sequential,128,1048576,14336,14336,2324240,283,430.248
PMEM,nt,read,sequential,128,1052672,14336,14280,2411850,294,414.619
PMEM,nt,read,sequential,256,131072,14336,114688,2322188,566,430.628
PMEM,nt,read,sequential,256,135168,14336,111212,2406978,587,415.459
PMEM,nt,read,sequential,256,1048576,14336,14336,2315816,565,431.813
PMEM,nt,read,sequential,256,1052672,14336,14280,2313060,564,432.328
PMEM,nt,read,sequential,512,131072,14336,114688,2204371,1076,453.644
PMEM,nt,read,sequential,512,135168,14336,111212,2257916,1102,442.886
PMEM,nt,read,sequential,512,1048576,14336,14336,2170579,1059,460.706
PMEM,nt,read,sequential,512,1052672,14336,14280,2233104,1090,447.807
PMEM,nt,read,sequential,1024,131072,14336,114688,1793258,1751,557.644
PMEM,nt,read,sequential,1024,135168,14336,111212,1910948,1866,523.3
PMEM,nt,read,sequential,1024,1048576,14336,14336,1778185,1736,562.371
PMEM,nt,read,sequential,1024,1052672,14336,14280,1922317,1877,520.205
PMEM,nt,read,sequential,2048,131072,14336,114688,1205072,2353,829.826
PMEM,nt,read,sequential,2048,135168,14336,111212,1201055,2345,832.601
PMEM,nt,read,sequential,2048,1048576,14336,14336,1198726,2341,834.219
PMEM,nt,read,sequential,2048,1052672,14336,14280,1205847,2355,829.292
PMEM,nt,read,sequential,4096,131072,14336,114688,678509,2650,1473.82
PMEM,nt,read,sequential,4096,135168,14336,111212,668582,2611,1495.7
PMEM,nt,read,sequential,4096,1048576,14336,14336,670933,2620,1490.46
PMEM,nt,read,sequential,4096,1052672,14336,14280,661964,2585,1510.66
PMEM,nt,read,sequential,8192,131072,14336,114688,395377,3088,2529.23
PMEM,nt,read,sequential,8192,135168,14336,111212,395326,3088,2529.56
PMEM,nt,read,sequential,8192,1048576,14336,14336,391506,3058,2554.24
PMEM,nt,read,sequential,8192,1052672,14336,14280,393818,3076,2539.24
PMEM,nt,read,sequential,16384,131072,14336,114688,181792,2840,5500.76
PMEM,nt,read,sequential,16384,135168,14336,111212,181342,2833,5514.43
PMEM,nt,read,sequential,16384,1048576,14336,14336,180751,2824,5532.47
PMEM,nt,read,sequential,16384,1052672,14336,14280,181676,2838,5504.3
PMEM,nt,read,sequential,32768,131072,14336,114688,91131,2847,10973.1
PMEM,nt,read,sequential,32768,135168,14336,111212,91059,2845,10981.8
PMEM,nt,read,sequential,32768,1048576,14336,14336,90889,2840,11002.4
PMEM,nt,read,sequential,32768,1052672,14336,14280,90214,2819,11084.7
PMEM,nt,read,sequential,65536,131072,14336,114688,46211,2888,21639.5
PMEM,nt,read,sequential,65536,135168,14336,111212,46114,2882,21685.3
PMEM,nt,read,sequential,65536,1048576,14336,14336,46140,2883,21673
PMEM,nt,read,sequential,65536,1052672,14336,14280,46049,2878,21715.8
PMEM,t,read,sequential,8,131072,14336,114688,2550018,19,392.154
PMEM,t,read,sequential,8,135168,14336,111212,2676030,20,373.688
PMEM,t,read,sequential,8,1048576,14336,14336,2522358,19,396.454
PMEM,t,read,sequential,8,1052672,14336,14280,2593062,19,385.644
PMEM,t,read,sequential,16,131072,14336,114688,2544973,38,392.931
PMEM,t,read,sequential,16,135168,14336,111212,2600505,39,384.541
PMEM,t,read,sequential,16,1048576,14336,14336,2524951,38,396.047
PMEM,t,read,sequential,16,1052672,14336,14280,2579088,39,387.734
PMEM,t,read,sequential,32,131072,14336,114688,2535628,77,394.38
PMEM,t,read,sequential,32,135168,14336,111212,2665153,81,375.213
PMEM,t,read,sequential,32,1048576,14336,14336,2519274,76,396.94
PMEM,t,read,sequential,32,1052672,14336,14280,2615959,79,382.269
PMEM,t,read,sequential,64,131072,14336,114688,2521753,153,396.55
PMEM,t,read,sequential,64,135168,14336,111212,2643055,161,378.35
PMEM,t,read,sequential,64,1048576,14336,14336,2495867,152,400.662
PMEM,t,read,sequential,64,1052672,14336,14280,2512921,153,397.943
PMEM,t,read,sequential,128,131072,14336,114688,2339760,285,427.394
PMEM,t,read,sequential,128,135168,14336,111212,2446572,298,408.735
PMEM,t,read,sequential,128,1048576,14336,14336,2309821,281,432.934
PMEM,t,read,sequential,128,1052672,14336,14280,2379462,290,420.263
PMEM,t,read,sequential,256,131072,14336,114688,2316420,565,431.7
PMEM,t,read,sequential,256,135168,14336,111212,2388011,583,418.758
PMEM,t,read,sequential,256,1048576,14336,14336,2306256,563,433.603
PMEM,t,read,sequential,256,1052672,14336,14280,2340847,571,427.196
PMEM,t,read,sequential,512,131072,14336,114688,2191068,1069,456.398
PMEM,t,read,sequential,512,135168,14336,111212,2247836,1097,444.872
PMEM,t,read,sequential,512,1048576,14336,14336,2159198,1054,463.135
PMEM,t,read,sequential,512,1052672,14336,14280,1987251,970,503.207
PMEM,t,read,sequential,1024,131072,14336,114688,1795748,1753,556.871
PMEM,t,read,sequential,1024,135168,14336,111212,1924932,1879,519.499
PMEM,t,read,sequential,1024,1048576,14336,14336,1768618,1727,565.413
PMEM,t,read,sequential,1024,1052672,14336,14280,1930553,1885,517.986
PMEM,t,read,sequential,2048,131072,14336,114688,1203428,2350,830.959
PMEM,t,read,sequential,2048,135168,14336,111212,1202583,2348,831.543
PMEM,t,read,sequential,2048,1048576,14336,14336,1192440,2328,838.616
PMEM,t,read,sequential,2048,1052672,14336,14280,1221156,2385,818.896
PMEM,t,read,sequential,4096,131072,14336,114688,679318,2653,1472.06
PMEM,t,read,sequential,4096,135168,14336,111212,669264,2614,1494.18
PMEM,t,read,sequential,4096,1048576,14336,14336,669833,2616,1492.91
PMEM,t,read,sequential,4096,1052672,14336,14280,672714,2627,1486.51
PMEM,t,read,sequential,8192,131072,14336,114688,394886,3085,2532.38
PMEM,t,read,sequential,8192,135168,14336,111212,395921,3093,2525.75
PMEM,t,read,sequential,8192,1048576,14336,14336,394642,3083,2533.94
PMEM,t,read,sequential,8192,1052672,14336,14280,393467,3073,2541.51
PMEM,t,read,sequential,16384,131072,14336,114688,181799,2840,5500.57
PMEM,t,read,sequential,16384,135168,14336,111212,181627,2837,5505.79
PMEM,t,read,sequential,16384,1048576,14336,14336,181601,2837,5506.56
PMEM,t,read,sequential,16384,1052672,14336,14280,181559,2836,5507.85
PMEM,t,read,sequential,32768,131072,14336,114688,90925,2841,10998.1
PMEM,t,read,sequential,32768,135168,14336,111212,90923,2841,10998.3
PMEM,t,read,sequential,32768,1048576,14336,14336,90497,2828,11050
PMEM,t,read,sequential,32768,1052672,14336,14280,90507,2828,11048.9
PMEM,t,read,sequential,65536,131072,14336,114688,46013,2875,21733
PMEM,t,read,sequential,65536,135168,14336,111212,46115,2882,21684.6
PMEM,t,read,sequential,65536,1048576,14336,14336,46076,2879,21702.9
PMEM,t,read,sequential,65536,1052672,14336,14280,45980,2873,21748.1
PMEM,nt,read,random,8,131072,14336,114688,2461688,18,406.225
PMEM,nt,read,random,8,135168,14336,111212,2577860,19,387.919
PMEM,nt,read,random,8,1048576,14336,14336,2441439,18,409.594
PMEM,nt,read,random,8,1052672,14336,14280,2507041,19,398.876
PMEM,nt,read,random,16,131072,14336,114688,2440964,37,409.674
PMEM,nt,read,random,16,135168,14336,111212,2598199,39,384.882
PMEM,nt,read,random,16,1048576,14336,14336,2462211,37,406.139
PMEM,nt,read,random,16,1052672,14336,14280,2542945,38,393.245
PMEM,nt,read,random,32,131072,14336,114688,2438757,74,410.045
PMEM,nt,read,random,32,135168,14336,111212,2586341,78,386.647
PMEM,nt,read,random,32,1048576,14336,14336,2451973,74,407.835
PMEM,nt,read,random,32,1052672,14336,14280,2585778,78,386.731
PMEM,nt,read,random,64,131072,14336,114688,2431018,148,411.35
PMEM,nt,read,random,64,135168,14336,111212,2505231,152,399.165
PMEM,nt,read,random,64,1048576,14336,14336,2447084,149,408.649
PMEM,nt,read,random,64,1052672,14336,14280,2454313,149,407.446
PMEM,nt,read,random,128,131072,14336,114688,2257115,275,443.043
PMEM,nt,read,random,128,135168,14336,111212,2328267,284,429.504
PMEM,nt,read,random,128,1048576,14336,14336,2277691,278,439.041
PMEM,nt,read,random,128,1052672,14336,14280,2335749,285,428.128
PMEM,nt,read,random,256,131072,14336,114688,2293095,559,436.092
PMEM,nt,read,random,256,135168,14336,111212,2270677,554,440.397
PMEM,nt,read,random,256,1048576,14336,14336,2304957,562,433.847
PMEM,nt,read,random,256,1052672,14336,14280,2309504,563,432.993
PMEM,nt,read,random,512,131072,14336,114688,2131105,1040,469.24
PMEM,nt,read,random,512,135168,14336,111212,2155223,1052,463.989
PMEM,nt,read,random,512,1048576,14336,14336,2104395,1027,475.196
PMEM,nt,read,random,512,1052672,14336,14280,2169438,1059,460.949
PMEM,nt,read,random,1024,131072,14336,114688,1769242,1727,565.214
PMEM,nt,read,random,1024,135168,14336,111212,1764612,1723,566.697
PMEM,nt,read,random,1024,1048576,14336,14336,1765235,1723,566.497
PMEM,nt,read,random,1024,1052672,14336,14280,1787748,1745,559.363
PMEM,nt,read,random,2048,131072,14336,114688,1189659,2323,840.577
PMEM,nt,read,random,2048,135168,14336,111212,1184332,2313,844.357
PMEM,nt,read,random,2048,1048576,14336,14336,1179816,2304,847.59
PMEM,nt,read,random,2048,1052672,14336,14280,1189638,2323,840.592
PMEM,nt,read,random,4096,131072,14336,114688,667817,2608,1497.41
PMEM,nt,read,random,4096,135168,14336,111212,658508,2572,1518.58
PMEM,nt,read,random,4096,1048576,14336,14336,662365,2587,1509.74
PMEM,nt,read,random,4096,1052672,14336,14280,659859,2577,1515.47
PMEM,nt,read,random,8192,131072,14336,114688,392985,3070,2544.62
PMEM,nt,read,random,8192,135168,14336,111212,391112,3055,2556.81
PMEM,nt,read,random,8192,1048576,14336,14336,392389,3065,2548.49
PMEM,nt,read,random,8192,1052672,14336,14280,390728,3052,2559.32
PMEM,nt,read,random,16384,131072,14336,114688,181954,2843,5495.87
PMEM,nt,read,random,16384,135168,14336,111212,181254,2832,5517.12
PMEM,nt,read,random,16384,1048576,14336,14336,181639,2838,5505.42
PMEM,nt,read,random,16384,1052672,14336,14280,181587,2837,5506.99
PMEM,nt,read,random,32768,131072,14336,114688,91026,2844,10985.8
PMEM,nt,read,random,32768,135168,14336,111212,90353,2823,11067.7
PMEM,nt,read,random,32768,1048576,14336,14336,90883,2840,11003.1
PMEM,nt,read,random,32768,1052672,14336,14280,90517,2828,11047.6
PMEM,nt,read,random,65536,131072,14336,114688,45959,2872,21758.3
PMEM,nt,read,random,65536,135168,14336,111212,45890,2868,21790.8
PMEM,nt,read,random,65536,1048576,14336,14336,45951,2871,21762.2
PMEM,nt,read,random,65536,1052672,14336,14280,46045,2877,21717.7
PMEM,t,read,random,8,131072,14336,114688,2465725,18,405.56
